"url","post_id","post_url","comment_id","user_name","user_id","user_url","date_created","comment_text","num_likes","replies","num_replies","attached_files","video_length","source_type","subtype","type","timestamp"
"https://www.facebook.com/ogen.psy.org/posts/pfbid0JXLrTJQTfu7R1bYaf1EVa1vt63LTREWwpmViz1sbh12hRBz4Lm7pnzPTBcLDokcwl?locale=en_US","pfbid0JXLrTJQTfu7R1bYaf1EVa1vt63LTREWwpmViz1sbh12hRBz4Lm7pnzPTBcLDokcwl","https://www.facebook.com/ogen.psy.org/posts/pfbid0JXLrTJQTfu7R1bYaf1EVa1vt63LTREWwpmViz1sbh12hRBz4Lm7pnzPTBcLDokcwl?locale=en_US","Y29tbWVudDozMjc4NzkyNzU3MjA1NTdfMzI4MTAxMjc5MDMxNjkw","Tal███Elh███as","pfbid036bH3Z28XQZMGfuCHX8VZAacdARUhNtcRCkMMfn4mc48bSPaeqDnQY2CyJccWriwKl","https://www.facebook.com/tally.vitany","2021-06-17T17:50:44.000Z","איך זה קשור לנרקסיסטים? אשמח להסבר","1","null","null","[null]","null","TextWithEntities","TextWithEntities","Comment","2024-05-24"
"https://www.facebook.com/ogen.psy.org/posts/pfbid0BtGTpDvvZUvR1icpxyJB5oiZewGPpPrbVN17MW1ryiJq5zDxSsJCGt8anSbkzCKEl?locale=en_US","pfbid0BtGTpDvvZUvR1icpxyJB5oiZewGPpPrbVN17MW1ryiJq5zDxSsJCGt8anSbkzCKEl","https://www.facebook.com/ogen.psy.org/posts/pfbid0BtGTpDvvZUvR1icpxyJB5oiZewGPpPrbVN17MW1ryiJq5zDxSsJCGt8anSbkzCKEl?locale=en_US","Y29tbWVudDozMDA2MjQyNzUxMTI3MjRfMzAwNjQwMTk1MTExMTMy","סהר███קח","pfbid02EHBdtCth42KjZVjXFJBXt3TBJBF1N1UpJLWF1FSS2LHj1rSpJ8WtktqzTnG1sXHcl","https://www.facebook.com/sahar.rokah","2021-05-12T06:40:07.000Z","ולשאלה מה לעשות עם זה, קודם כל לא לשפוט את עצמנו, להבין בחמלה את התגובות האוטומטית (והבריאות) של הגוףנפש שאנחנו. 
מצרפת כמה קישורים לתרגול מיינדפולנס שיעזרו לתחושת קרקוע, התחדשות ומנוחה. https://www.youtube.com/watch?v=CL-jm_iqtJ0&t=7s&ab_channel=%D7%A1%D7%94%D7%A8%D7%A8%D7%95%D7%A7%D7%97","1","null","null","[null]","null","TextWithEntities","TextWithEntities","Comment","2024-05-26"
"https://web.facebook.com/soli.israel/videos/%D7%A9%D7%95%D7%9E%D7%A8%D7%AA_%D7%A2%D7%9C%D7%99%D7%99%D7%9A-%D7%9E%D7%A2%D7%9B%D7%A9%D7%99%D7%95_%D7%91%D7%99%D7%97%D7%93/1068761017205610/","1068761017205610","https://web.facebook.com/soli.israel/videos/%D7%A9%D7%95%D7%9E%D7%A8%D7%AA_%D7%A2%D7%9C%D7%99%D7%99%D7%9A-%D7%9E%D7%A2%D7%9B%D7%A9%D7%99%D7%95_%D7%91%D7%99%D7%97%D7%93/1068761017205610/","Y29tbWVudDo0NDcwNzA5OTM0Mzg3MzBfNDQ3NTM0MzQzMzkyMzk1","Avi███hir███","pfbid02hjaLFbmE6CmHEU2hN77kTp2femVEAjyWTPDCxMZfumZ1gDYtcTGtsszJ1Z1oXJpZl","https://web.facebook.com/avi.nahir","2021-11-26T08:26:48.000Z","‏כל הכבוד, וגם אני אשתתף, אבל מה זה ״החלטנו לעצור את הלימודים״?","1","null","null","[null]","null","TextWithEntities","TextWithEntities","Comment","2024-05-23"
"https://www.facebook.com/soli.israel/posts/pfbid0S11ua6TWE1bvtExRk5MvwaxGntRn62Yogoci16orKdChWbdvY8WpbVQ1Lz3AtGaYl?locale=en_US","pfbid0S11ua6TWE1bvtExRk5MvwaxGntRn62Yogoci16orKdChWbdvY8WpbVQ1Lz3AtGaYl","https://www.facebook.com/soli.israel/posts/pfbid0S11ua6TWE1bvtExRk5MvwaxGntRn62Yogoci16orKdChWbdvY8WpbVQ1Lz3AtGaYl?locale=en_US","Y29tbWVudDo0MTQ3MTk3MjMzNDA1MjRfNDE0Nzg0MDQwMDAwNzU5","Esh███Sor███ky","pfbid01Cq4HddeCx6B8QemuMmzKbpn78MoP3qQ7s9q15cPF9hV4G4SzEZZ594AKhYqiF15l","https://www.facebook.com/eshed.sorotsky","2021-10-05T16:45:47.000Z","מה הכוונה נזכרת לפני שנה?","1","null","null","[null]","null","TextWithEntities","TextWithEntities","Comment","2024-05-24"
"https://www.facebook.com/ogen.psy.org/posts/pfbid02gU5QByBoTNS9eW9rHhbyKayh8PExMqP76srHvTsfgvEoUj57jj9WvUSFcMNZBdAHl?locale=en_US","pfbid02gU5QByBoTNS9eW9rHhbyKayh8PExMqP76srHvTsfgvEoUj57jj9WvUSFcMNZBdAHl","https://www.facebook.com/ogen.psy.org/posts/pfbid02gU5QByBoTNS9eW9rHhbyKayh8PExMqP76srHvTsfgvEoUj57jj9WvUSFcMNZBdAHl?locale=en_US","Y29tbWVudDozNDc0MzI5MTA0MzE4NjBfMzUzMzM2MTg2NTA4MTk5","Ale███uho███","pfbid02A9U3ksyBbrx7MW2RqHqsnZbdfTZ39VK6PXZjYk9EwDpmMo5jrFfnPgfNyEb9TuPJl","https://www.facebook.com/people/Alex-Duhovny/pfbid02A9U3ksyBbrx7MW2RqHqsnZbdfTZ39VK6PXZjYk9EwDpmMo5jrFfnPgfNyEb9TuPJl/","2021-07-18T15:31:54.000Z","למה כל כך הרבה שנאה מופנית לנשים?","1","null","null","[null]","null","TextWithEntities","TextWithEntities","Comment","2024-05-24"
"https://www.facebook.com/ogen.psy.org/posts/pfbid02yZ3nKk1feA4zjcmHgnPYExz5JvzNGc4scP2kAxCKXbmqXhJ9KNoBSfrQ73pdzmVfl?locale=en_US","pfbid02yZ3nKk1feA4zjcmHgnPYExz5JvzNGc4scP2kAxCKXbmqXhJ9KNoBSfrQ73pdzmVfl","https://www.facebook.com/ogen.psy.org/posts/pfbid02yZ3nKk1feA4zjcmHgnPYExz5JvzNGc4scP2kAxCKXbmqXhJ9KNoBSfrQ73pdzmVfl?locale=en_US","Y29tbWVudDo2MjkzNzE5MjIyMzc5NTZfMzQ5MTkzMjkzMTA5Mzc2MA==","עוג███ פס███לוג█████████נפג█████████████████████ים/████████████","100082226748454","https://www.facebook.com/ogen.psy.org","2022-09-04T06:26:29.000Z","להרשמה ופרטים נוספים     https://bit.ly/3eazHqz","1","null","null","https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2F3eazHqz&h=AT1BfFlqwPE4IvuqHcA52RrPA7DHMLrrnevcnkttgIgoO1YG91Yy_c6CNX0fV7bH2V0chENHR9XQ8hjimNOCuc8A0ddq1n0d03BiBfzupiAQn5EHW1MwbPgrkIkChFIy9vAnTFRaHY7OA6bSl55zR_3vZKTPLkEM&s=1","null","TextWithEntities","TextWithEntities","Comment","2024-05-24"
"https://web.facebook.com/ogen.psy.org/posts/pfbid02CLofEiiCQDoZ6ZMaf5LTQSofbEHTLnEDp518niizVn5Pci1cnzaSqrGwTJALkSZKl?locale=en_US&_rdc=1&_rdr","pfbid02CLofEiiCQDoZ6ZMaf5LTQSofbEHTLnEDp518niizVn5Pci1cnzaSqrGwTJALkSZKl","https://web.facebook.com/ogen.psy.org/posts/pfbid02CLofEiiCQDoZ6ZMaf5LTQSofbEHTLnEDp518niizVn5Pci1cnzaSqrGwTJALkSZKl?locale=en_US&_rdc=1&_rdr","Y29tbWVudDozMzAyMTMyMDIxNTM4MzFfMzM2MDg0NDgxNTY2NzAz","עוג███ פס███לוג█████████נפג█████████████████████ים/████████████","100082226748454","https://web.facebook.com/ogen.psy.org","2021-06-24T17:00:39.000Z","https://youtu.be/pfE-u2NzyQw","10","null","null","https://l.facebook.com/l.php?u=https%3A%2F%2Fyoutu.be%2FpfE-u2NzyQw&h=AT3PauevsJqToEHcMKT1FXwRNU3sIsZk2VBQUEuGRDw9sjRMteKqvZ7zvvVJjd8u3NdEyBayY3QlRhpE2iRSY_wPs9N7S34CO5PN7eOEjCDQsHKz6xTAVLGYM-KyG6_Gy9sP-6iAfk41oWCqYY_VP72HSL1mUoB-&s=1","null","TextWithEntities","TextWithEntities","Comment","2024-05-24"
"https://www.facebook.com/ogen.psy.org/posts/pfbid0uzzjZtUXH1NjtBoa9wjTViqvJC1mHP74duqGGQmrdevC5qHQAa1Mc2C1z9vXS6Cl?locale=en_US","pfbid0uzzjZtUXH1NjtBoa9wjTViqvJC1mHP74duqGGQmrdevC5qHQAa1Mc2C1z9vXS6Cl","https://www.facebook.com/ogen.psy.org/posts/pfbid0uzzjZtUXH1NjtBoa9wjTViqvJC1mHP74duqGGQmrdevC5qHQAa1Mc2C1z9vXS6Cl?locale=en_US","Y29tbWVudDoyNzkyNDE2ODcyNTA5ODNfMjc5MzY4NjgzOTA0OTUw","Yul███ona███ Sa██████","pfbid02owrqZSGpcrW3aU8kfLLqHnRctEkR4BC8F2JjiwNEXZcBCTCtSARbyFSePhcK3eqnl","https://www.facebook.com/yulikon","2021-04-11T13:36:18.000Z","גם אני רוצה, איך מצטרפות?","1","null","null","[null]","null","TextWithEntities","TextWithEntities","Comment","2024-05-24"
"https://www.facebook.com/ogen.psy.org/posts/pfbid0AK5RAzj7NU3Tgg34PaGErJ97ovaExp2k1LSCafJfVbdVVKqzcFfmxxJkcK3QJCaQl?locale=en_US","pfbid0AK5RAzj7NU3Tgg34PaGErJ97ovaExp2k1LSCafJfVbdVVKqzcFfmxxJkcK3QJCaQl","https://www.facebook.com/ogen.psy.org/posts/pfbid0AK5RAzj7NU3Tgg34PaGErJ97ovaExp2k1LSCafJfVbdVVKqzcFfmxxJkcK3QJCaQl?locale=en_US","Y29tbWVudDozMjUwMzc2NTkzMzgwNTJfMzI4NDQwMjI4OTk3Nzk1","Sha███aad███","pfbid0ZW16TVmM7mwymhqjtGcodRBJ18akMY3tnKdT2h6TfTzwhodEgttxsY4swwxaQxtvl","https://www.facebook.com/shaylaad","2021-06-18T05:57:45.000Z","שלום.

האם ניתן בדיעבד לרכוש הקלטה של האירוע?
מה יהיה המחיר?
תודה","2","null","null","[null]","null","TextWithEntities","TextWithEntities","Comment","2024-05-26"
"https://www.facebook.com/ogen.psy.org/posts/pfbid027TqkxNZ3A2HxMC781oND56DVqc2b7e34r95oU7dPRPkECRHNh5zEaFGaegem6Y9il?locale=en_US","pfbid027TqkxNZ3A2HxMC781oND56DVqc2b7e34r95oU7dPRPkECRHNh5zEaFGaegem6Y9il","https://www.facebook.com/ogen.psy.org/posts/pfbid027TqkxNZ3A2HxMC781oND56DVqc2b7e34r95oU7dPRPkECRHNh5zEaFGaegem6Y9il?locale=en_US","Y29tbWVudDozOTUxNDYwMTIzMjcyMTZfNDIyNDI1NjIyOTMyNTg4","Lia███ora███hac██████","pfbid03R9kX15vsuT2dAaohc2GzTtPSWuXCavKy53NyFAuWGJX2uGgR9BudmqGDzLXWzsEl","https://www.facebook.com/people/Liat-Moran-Shachar/pfbid03R9kX15vsuT2dAaohc2GzTtPSWuXCavKy53NyFAuWGJX2uGgR9BudmqGDzLXWzsEl/","2021-10-26T15:50:40.000Z","כל כך מוכר וכואב, נולדתי לאבא פסיכופת סדיסט ואמא נרקסיסטית, אח נרקיסיסט, ומשפחה מורחבת נרקסיסטים, כמעט כל בני הזוג שלי היו נרקיסיסטים ועכשיו מתגרשת מאחד. מתוך המקום של החוסר אונים מול המערכות שאמורות להגן עלינו בין אם זה בילדות ובין אם זה בתהליכי הגירושין אספתי ידע חסר תקדים מכל העולם על נושא הנרקיסיזם ואף פועלת היום להעלאת המודעות ולשינוי חוקתי בכנסת, בימים אלו עובדת על האתר שאמור לספק חומר חסר תקדים ותוכנית ריפוי קוואנטית לריפוי מוחלט ושגשוג לאחר התעללות נרקסיסטית, בימים אלו פתחתי קבוצה בפייסבוק ומעבירה בנתיים חלק מהידע שם, מוזמנת להיכנס ולקרוא חומר שיעזור לך ולכל אחד להבין אמת שהיא כל כך מאירה עיניים ועוזרת לקבל ידע עמוק ומהימן על הנושא. 
שם הקבוצה הוא עולם הנרקסיזם הקבוצה הרשמית","4","null","null","https://www.facebook.com/groups/570404087408800/","null","TextWithEntities","TextWithEntities","Comment","2024-05-24"
