url,post_id,title,content,date_posted,user_name,user_url,user_id,followers,likes,categories,source,attached_files,image_video_url,video_length,hashtags,comments_num,comments,discovery_input
"https://www.pinterest.com/pin/2251868557263468","2251868557263468","How To Cut a Wolfcut by Yourself Step by Step","The sides of a haircut known as a wolf cut are shorter and thinnerand the bangs are shaggy and sloppyIt highlights the rugged roughness and face-framing layersThe wolf cut is a bit wildas its name impliesImagine it as a scruffy haircut with lots of characterIt still looks fantastic while being more stylish than a mullet and less complicated than a shag.","2024-05-17","dj6███97_███7","https://www.pinterest.com/dj681997_3037","585468157716794737",58,11,"[""Beauty"",""Hair""]","","[""https://i.pinimg.com/originals/61/e7/eb/61e7eb01c8af5db3dc73bc6310203128.jpg""]","https://i.pinimg.com/originals/61/e7/eb/61e7eb01c8af5db3dc73bc6310203128.jpg",0,"[]",4,"null","{""keyword"":""cuts""}"
"https://www.pinterest.com/pin/270567890104879368","270567890104879368","Perennials","Returning year after year, perennial plants are a great investment in your garden. We'll help you find the best perennials to grow to have a beautiful yard nearly year-round.","2023-07-17","bhg","https://www.pinterest.com/bhg","56787782709805180",4053639,0,"[]","https://bhg.com/","[""https://i.pinimg.com/originals/b3/25/f2/b325f20c4ccc2f611c7202af04d3698c.jpg""]","https://i.pinimg.com/originals/b3/25/f2/b325f20c4ccc2f611c7202af04d3698c.jpg",0,"[]",1,"null","{""keyword"":""leave""}"
"https://www.pinterest.com/pin/3237030975210068","3237030975210068","Trees","Taken by Natasha Fischer/LOLITAINBLACK (July 27th, 2019)","2023-01-03","LOL███INB███K","https://www.pinterest.com/LOLITAINBLACK","378232206113426005",105,9,"[""Art""]","","[""https://i.pinimg.com/originals/44/7f/ab/447fab4694cd17b420dcc9c2b374423c.jpg""]","https://i.pinimg.com/originals/44/7f/ab/447fab4694cd17b420dcc9c2b374423c.jpg",0,"[""Instagram"",""Art"",""Gothic"",""Dark Forest Aesthetic"",""Night Aesthetic"",""Night Sky Photography"",""Dark Pictures"",""Night Sky Wallpaper"",""Dark Photography""]",4,"null","{""keyword"":""darkness""}"
"https://www.pinterest.com/pin/11822017749235072","11822017749235072","Black & White","Tumblr Blog","2015-07-08","car███ali███","https://www.pinterest.com/carmitalion","11822155180283535",12791,1,"[""Art""]","","[""https://i.pinimg.com/originals/b7/ba/a5/b7baa5322332cf7a490d95d3286039e1.jpg""]","https://i.pinimg.com/originals/b7/ba/a5/b7baa5322332cf7a490d95d3286039e1.jpg",0,"[""Black White"",""Inspiration"",""Light In The Dark"",""Black White Photos"",""Black And White Photography"",""Stunning Photography"",""Light And Shadow"",""White Photography"",""Black N White""]",1,"null","{""keyword"":""absence""}"
"https://www.pinterest.com/pin/1120200107300596357","1120200107300596357","Difference Between Shyness and Social Anxiety — Mind My Peelings","Introversion, shyness, and social anxiety are mistakenly confused as the same thing. Find out how they differ based on their distinct characteristics.","2023-08-23","min███pee███gs","https://www.pinterest.com/mindmypeelings","659144232870757692",11934,60,"[]","https://www.mindmypeelings.com/","[""https://i.pinimg.com/originals/8a/ec/11/8aec11cafc1f6321f8869bcdf42a61e6.png""]","https://i.pinimg.com/originals/8a/ec/11/8aec11cafc1f6321f8869bcdf42a61e6.png",0,"[""Coaching"",""Mental Health"",""Anxiety Tips"",""Social Anxiety Quotes"",""Social Anxiety Disorder"",""Mental Health Facts"",""Depression And Anxiety"",""Mental Health Matters"",""Anxiety Disorder""]",44,"null","{""keyword"":""anxiety""}"
"https://www.pinterest.com/pin/193162271512536656","193162271512536656","Premium Photo | Layered high mountain landscape theme black and white landscape painted with watercolor","Download this Premium Photo about Layered high mountain landscape theme black and white landscape painted with watercolor, and discover more than 1 Million Professional Stock Photos on Freepik","2024-05-20","fre███k","https://www.pinterest.com/freepik","536350774280595276",4624706,31,"[""Art""]","https://www.freepik.com/","[""https://i.pinimg.com/originals/b6/8c/69/b68c6976eadfb04b484402b4f148d33b.jpg""]","https://i.pinimg.com/originals/b6/8c/69/b68c6976eadfb04b484402b4f148d33b.jpg",0,"[]",4,"null","{""keyword"":""paintok""}"
"https://www.pinterest.com/pin/56506170337485066","56506170337485066","Loft Art: Sitting Pose II by Jennifer Paxton Parker : 54x72in","Art.com | We Are Art We exist so you can have the art you love. Art.com gives you easy access to incredible art images and top-notch craftsmanship. High-Quality Stretched Canvas Artwork Our high-quality canvases are printed with non-toxic, archival latex inks. Ensuring vibrant colors, protecting against light-fade, resistant to UV light, humidity, and dust. Professionally Crafted Canvas Wall Art Attention to detail is at the heart of our process, as we exclusively use artist-grade canvas and 1.5-inch poplar stretcher bars for unrivaled quality. The mirror-edged sides enhance the image, preserving its original quality. Wrapped around warp-resistant 100% poplar wood, our canvases retain their shape over time. Securely fastened with tight, heavy-duty staples, the surface is flawlessly taut. Easy-to-Hang & Ready-to-Display Art Each canvas art piece comes with hanging hardware affixed to the back of the canvas frame, allowing for easy and convenient installation. Ready to display right out of the box. Handcrafted in the USA. Bring larger-than-life style into your space with this Giant Art Canvas Print. Rendered on exquisite, eco-friendly materials with fade resistant archival inks, your bold canvas will make a dramatic statement in any space. The high quality canvas lends the piece a real gallery feel, offering an immense artwork without compromising on quality. The unique ready to assemble stretching system includes instructions and all the hardware you'll need to display this enormous art print anywhere in your home. Note: Because of the oversize dimensions, the canvas does not ship pre-assembled. The artwork will arrive rolled up with ready to assemble stretcher bars included. Archival light-fade resistant inks. Mirror edge over 1.5” deep wood stretcher bars. Includes a patented ready to assemble stretching system and hardware to mount. Figurative Art Think reality delights? You bet your walls do too. So, why not introduce them to our collection of figurative art. Make acquaintance with inspiring muses of famous masters or get a glimpse of pop culture icons caught on camera. Any masterpieces you choose will give your space a unique story to share in our handcrafted frames. This genre of art involves a realistic depiction of living as well as inanimate objects. Artists like Jean Michel Basquiat, Norman Rockwell, and Banksy are renowned for giving a platform to cultural commentary and human experiences through their art. The Canvas Printed on high quality canvas with deep pine stretcher bars, Loft Art emphasizes the dramatic in each work of art, and provides a perfect centerpiece for any modern space. Because of the oversized dimensions, we are not able to ship this piece pre-assembled. Instead, we've included an easy stretching system with each piece of Loft Art. All the materials and instructions you need are included in the kit, and because of the patent pending easy system, you don't need to be an expert to put your art together. Paper Type: Loft Art Finished Size: 72"" x 54"" Arrives by Thu, Jun 13 Product ID: 54777238902A","2022-08-08","art███com███","https://www.pinterest.com/artdotcom","56506307733098432",592851,67,"[""Art""]","https://www.art.com/","[""https://i.pinimg.com/originals/7f/a7/90/7fa79073f711c0b83f2a2fd9a00f3396.jpg""]","https://i.pinimg.com/originals/7f/a7/90/7fa79073f711c0b83f2a2fd9a00f3396.jpg",0,"[""Portraits"",""Draw"",""Figure Drawing"",""Pose Reference"",""Drawing Poses"",""Art Reference Poses"",""Art Reference Photos"",""Anatomy Sketches"",""Art Reference""]",4,"null","{""keyword"":""paintok""}"
"https://www.pinterest.com/pin/611997036904146642","611997036904146642","Signs You Have High-Functioning Anxiety - Be Calm With Tati","When you have high-functioning anxiety your anxiety propels you forward instead of holding you back. This can look like perfectionism, overthinking...","2024-03-16","tat███agl███","https://www.pinterest.com/tatianaglpc","502714514563694849",7427,37,"[""Quotes"",""Quotes By Genres""]","https://becalmwithtati.com/","[""https://i.pinimg.com/originals/96/90/c8/9690c8acec2b70eb389077cacd48e3c2.jpg""]","https://i.pinimg.com/originals/96/90/c8/9690c8acec2b70eb389077cacd48e3c2.jpg",0,"[""Mental Health"",""Motivation"",""Adhd"",""Fitness"",""High Functioning Anxiety"",""Anxiety Disorder"",""Stress And Anxiety"",""Mental And Emotional Health"",""Anxiety Help""]",5,"null","{""keyword"":""depressed""}"
"https://www.pinterest.com/pin/42150946506883325","42150946506883325","35 Flattering Hairstyles for Women Over 70 with Glasses","Are you over 70 and wearing frames? Are you looking for a new hairstyle that will flatter not only your face but also your glasses? If you said “yes” to","2024-05-03","tim███ssh███sty██████","https://www.pinterest.com/timelesshairstyles","995858673760904063",109699,50,"[""Beauty"",""Hair""]","https://timeless-hairstyles.com/","[""https://i.pinimg.com/originals/1c/85/7e/1c857ee37ac5a37f8dce83569c6f5669.png""]","https://i.pinimg.com/originals/1c/85/7e/1c857ee37ac5a37f8dce83569c6f5669.png",0,"[""Shoulder Length Hair"",""Shoulder Length Straight Hair"",""Shoulder Length Layered Hair"",""Shoulder Length Bobs"",""Shoulder Length Hair Cuts"",""Shoulder Length Bob"",""Medium Hair Styles For Women"",""Short Hair Cuts For Women Over 40"",""Medium Length Hair Styles""]",4,"null","{""keyword"":""cuts""}"
"https://www.pinterest.com/pin/415527503136746370","415527503136746370","17 Beautiful Birds of Kentucky | White-throated Sparrow","Birds by state: Kentucky. In this article you will find 17 incredible and beautiful birds that can be found in the state of Kentucky. Today we bring you a list of 17 Amazing Birds of Kentucky. Let’…","2024-03-06","the███dbi███880███","https://www.pinterest.com/thebirdbird1880","911064337026647082",7185,17,"[""Art""]","https://thebirdbird.wordpress.com/","[""https://i.pinimg.com/originals/56/a8/e2/56a8e203296d4373b05b88b7b609446a.png""]","https://i.pinimg.com/originals/56/a8/e2/56a8e203296d4373b05b88b7b609446a.png",0,"[""Bird"",""Sparrows"",""Sparrow Bird"",""Wild Birds Photography"",""Bird Pictures"",""Birds"",""Bird Photography"",""Birds Photos"",""Bird Photos Photography""]",3,"null","{""keyword"":""leave""}"
