url,post_id,user_url,user_username_raw,content,date_posted,hashtags,num_comments,num_shares,num_likes_type,page_name,page_intro,page_category,page_logo,page_external_website,page_likes,page_followers,page_is_verified,original_post,other_posts_url,post_external_link,post_external_title,page_url,header_image,profile_id,avatar_image_url,profile_handle,has_handshake,is_sponsored,sponsor_name,shortcode,video_view_count,likes
"https://www.facebook.com/ChampionsLeague/posts/pfbid031NdUpr6nqrXBpT8bs7TkobjRSteKhomyeVLnZh3yuAYZbzxY2SfdLXMYP9ySQ141l","7300238620022537","https://www.facebook.com/ChampionsLeague","UEF███ham███ns █████████","👕 144 matches 
⚽ 71 goals 

Raúl left a big footprint on the #UCL 👏","2023-06-27","[""ucl""]",450,1092,"{""num"":23691,""type"":""Like""}","UEFA Champions League","The official home of Europe's premier club competition on Facebook.","Sports league","""https://scontent.fmem1-1.fna.fbcdn.net/v/t39.30808-1/219696644_4970005596379196_1627778062815200689_n.jpg?stp=dst-jpg_p200x200&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ynsNJhUXolcAb7bSZ0d&_nc_ht=scontent.fmem1-1.fna&oh=00_AfAkjGa-6FW5U3tPeVA6YwPDq_BbdHQqpUPcZfWRezL2dQ&oe=6618595D""","http://www.uefa.com/uefachampionsleague/index.html",710000000,870000000,true,"null","null","","","https://www.facebook.com/ChampionsLeague/","""https://scontent.fmem1-2.fna.fbcdn.net/v/t39.30808-6/219787463_4970002763046146_6227383975587397841_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=MF31qMQzYhUAb6-2NSx&_nc_ht=scontent.fmem1-2.fna&oh=00_AfAn1ukNcBFtQVQ802hRXok-cfK58ChtLyLK3wooes5VMA&oe=66185192""","100044420799970","","","","","","","",""
"https://www.facebook.com/manchesterunited/posts/pfbid0vo98hPEqQZKp3n9SYMh7DUxQpqzWjgTEsLh2mA2oMY1MHECmGozEbYe5FwrNPzXbl","1001815111305018","https://www.facebook.com/manchesterunited","Man███ste███nit███","Matchday focus 👊","2024-04-07","[]",727,219,"{""num"":10191,""type"":""Like""}","Manchester United","Welcome to the Official Manchester United Facebook Page. Keep up to date with the latest news and content, engage with the club and fellow supporters.","Sports team","""https://scontent.fosu2-1.fna.fbcdn.net/v/t39.30808-1/367390922_868365434649987_8573319835075347593_n.jpg?stp=dst-jpg_p200x200&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=sErHkK4tYKcAb5xfXLg&_nc_ht=scontent.fosu2-1.fna&oh=00_AfCx17M03E9BXHtA-G6RA5G0LcCEGVo6o80NF5Yd8H8Jbg&oe=661851EE""","https://bit.ly/3sRBdoV",760000000,830000000,true,"null","null","","","https://www.facebook.com/manchesterunited/","""https://scontent.fosu2-1.fna.fbcdn.net/v/t39.30808-6/431565927_989762725843590_1975020892781586353_n.jpg?stp=dst-jpg_p640x640&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=9znycVDbx90Ab6aZ8DK&_nc_ht=scontent.fosu2-1.fna&oh=00_AfA-Iq7Cd-WI4YzFRv1YJ5nRh_V_1vkXrllXi_OPlE4m-A&oe=66184CF3""","100044296156511","","","","","","","",""
"https://www.facebook.com/photo/?fbid=10160211821484313&set=a.422515109312","10160211821484313","https://www.facebook.com/harrypotter","Har███Pot███","We are hugely saddened to hear of the passing of the magnificent Robbie Coltrane who played Hagrid with such kindness, heart and humour in the Harry Potter films. He was a wonderful actor, a friend to all and he will be deeply missed.","2022-10-14","[]",21278,140452,"{""num"":62757,""type"":""Like""}","Harry Potter","Harry Potter Complete Collection - http://wizarding.world/HarryPotterFilms","Movie","""https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-1/339277063_1723110254792671_2717784013893968434_n.jpg?stp=dst-jpg_p200x200&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=o0yGMGzmHhgAb4OdN_d&_nc_ht=scontent-atl3-2.xx&oh=00_AfDQPeH3y38kdUuDO5Q6QdO_pcxLkLVZddMUR3Rr6vaxZQ&oe=66186CCB""","http://wizarding.world/HarryPotterFilms",690000000,680000000,true,"null","null","","","https://www.facebook.com/harrypotter/","""https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-6/331694547_4374787269311670_5387332771644709015_n.png?stp=dst-png_s960x960&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=QRA-k6QXuLcAb7aHlSB&_nc_ht=scontent-atl3-2.xx&oh=00_AfBUve2Lq1h0wQrNo_sO7jww4RAD0yX4Cbgfx_UNrN9rww&oe=66187CA8""","100044526273620","","","","","","","",""
"https://www.facebook.com/harrypotter/posts/pfbid02cdUsN4JAuYhPyG5xeqAa3BD1CY7z6iiHcY9TJWSYoeT7TypGkWYciTrjL2UARJH4l","10160651085829313","https://www.facebook.com/harrypotter","Har███Pot███","Are you more of a Malfoy or a Potter? A Longbottom or a Lovegood? Watch the full video to find out which wizarding family you belong in ✨","2023-04-26","[]",28,29,"{""num"":353,""type"":""Like""}","Harry Potter","Harry Potter Complete Collection - http://wizarding.world/HarryPotterFilms","Movie","""https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-1/339277063_1723110254792671_2717784013893968434_n.jpg?stp=dst-jpg_p200x200&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=o0yGMGzmHhgAb5lvtsE&_nc_ht=scontent-atl3-1.xx&oh=00_AfC4uNSbAAoSk1XF5UyC2gF25_wCLM3NKo_G5EV7c3AjZg&oe=66186CCB""","http://wizarding.world/HarryPotterFilms",680000000,680000000,true,"null","null","","","https://www.facebook.com/harrypotter/","""https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-6/331694547_4374787269311670_5387332771644709015_n.png?stp=dst-png_s960x960&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=QRA-k6QXuLcAb6qKz6l&_nc_ht=scontent-atl3-2.xx&oh=00_AfCxmnE0CvvCj04dw6oU68SDwvnK2McuJRXgerpJ8uMc7Q&oe=66187CA8""","100044526273620","","","","","","","",""
"https://www.facebook.com/manchesterunited/posts/pfbid0PXNy5Ubq3Z3VgYip3f21CkhdGvN5moebmv4wHbzWyDo5hPmMJQamvviAQH97frhsl","10160139111332746","https://www.facebook.com/manchesterunited","Man███ste███nit███","Ready to face Brighton & Hove Albion FC in the Premier League ⚔️

Follow matchday build-up in our app: http://manutd.co/F4c","2023-05-04","[]",1512,714,"{""num"":36282,""type"":""Like""}","Manchester United","Welcome to the Official Manchester United Facebook Page. Keep up to date with the latest news and content, engage with the club and fellow supporters.","Sports team","""https://scontent.fwbw1-1.fna.fbcdn.net/v/t39.30808-1/367390922_868365434649987_8573319835075347593_n.jpg?stp=dst-jpg_p200x200&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=sErHkK4tYKcAb64wxiX&_nc_ht=scontent.fwbw1-1.fna&oh=00_AfBTPW6CI_TnEnDqfWzd0sTFdq_Z4W-8szcYSqZ43Ke9RQ&oe=661851EE""","https://bit.ly/3sRBdoV",760000000,830000000,true,"null","null","","","https://www.facebook.com/manchesterunited/","""https://scontent.fwbw1-1.fna.fbcdn.net/v/t39.30808-6/431565927_989762725843590_1975020892781586353_n.jpg?stp=dst-jpg_p640x640&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=9znycVDbx90Ab535zrI&_nc_ht=scontent.fwbw1-1.fna&oh=00_AfCmByuuKvNqY6EAYEbNrR5AGghuG4mVhopf2JZ8ERtAVA&oe=66184CF3""","100044296156511","","","","","","","",""
"https://www.facebook.com/harrypotter/posts/pfbid02AaLjVk2f4DjKnP3Td9LbLncDdJ2x1bcBN2rUqp59iwgRBmR5tcyrLyEtoajxdhcZl","10160569325059313","https://www.facebook.com/harrypotter","Har███Pot███","Which colour palette are you repping? #HogwartsHousePride 

#Gryffindor #Slytherin #Ravenclaw #Hufflepuff","2023-03-15","[""hogwartshousepride"",""gryffindor"",""slytherin"",""ravenclaw"",""hufflepuff""]",50,66,"{""num"":548,""type"":""Like""}","Harry Potter","Harry Potter Complete Collection - http://wizarding.world/HarryPotterFilms","Movie","""https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-1/339277063_1723110254792671_2717784013893968434_n.jpg?stp=dst-jpg_p200x200&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=o0yGMGzmHhgAb5lvtsE&_nc_ht=scontent-atl3-1.xx&oh=00_AfC4uNSbAAoSk1XF5UyC2gF25_wCLM3NKo_G5EV7c3AjZg&oe=66186CCB""","http://wizarding.world/HarryPotterFilms",680000000,680000000,true,"null","null","","","https://www.facebook.com/harrypotter/","""https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-6/331694547_4374787269311670_5387332771644709015_n.png?stp=dst-png_s960x960&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=QRA-k6QXuLcAb6qKz6l&_nc_ht=scontent-atl3-2.xx&oh=00_AfCxmnE0CvvCj04dw6oU68SDwvnK2McuJRXgerpJ8uMc7Q&oe=66187CA8""","100044526273620","","","","","","","",""
"https://www.facebook.com/rihanna/posts/10155330956686676","10155330956686676","https://www.facebook.com/rihanna","Rih███a","'Lemon' is now Rihanna's 50th Top 40 Billboard Hot 100 hit! 🙌","2018-01-22","[]",790,262,"{""num"":8877,""type"":""Like""}","Rihanna","http://rihanna.lnk.to/liftmeup","Artist","""https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-1/313266520_660124108818505_2814203090010849312_n.jpg?stp=dst-jpg_p200x200&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=h8pkeLSrbsYAb7ifCjz&_nc_ht=scontent-ord5-1.xx&oh=00_AfAUw5aJFI52QvQ09SxZdCcNAE6eLafoqLTlKtQaztF5_Q&oe=66185C80""","http://rihanna.lnk.to/liftmeup","",1040000000,true,"{""attachments"":[{""id"":""1825460520839954"",""type"":""GenericAttachmentMedia"",""url"":""https://scontent-ord5-1.xx.fbcdn.net/v/t45.1600-4/30553838_6097118602854_3322338060233867264_n.jpg?stp=c0.37.526.274a_cp0_dst-jpg_p526x296_q75_spS444&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=32PDzoy6LJkAb6XTlu6&_nc_ht=scontent-ord5-1.xx&oh=00_AfCT_maDpo_SJlly1s1taonnKKx_D5qX6FIYrqV_p5WyUA&oe=66187AD4""}],""content"":""The song leaps 50-40."",""date"":""2018-01-22T20:37:49.000Z"",""hashtags"":[],""post_external_link"":""https://www.billboard.com/articles/columns/chart-beat/8095405/rihanna-50th-top-40-hot-100-hit-nerd-lemon"",""post_external_title"":""Rihanna Earns 50th Top 40 Billboard Hot 100 Hit With N.E.R.D. Collab 'Lemon'"",""post_id"":""UzpfSTc1NzkxNjY5NTgwOjEwMTU2MTU2NjEzMDQ0NTgxOjEwMTU2MTU2NjEzMDQ0NTgx"",""post_url"":""https://www.facebook.com/Billboard/posts/10156156613044581"",""user_name"":""Billboard"",""user_url"":""https://www.facebook.com/Billboard""}","null","","","https://www.facebook.com/rihanna/","""https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/313202455_658934655604117_3257550320463646175_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=H0Ewb71rXQQAb5tX_7t&_nc_ht=scontent-ord5-1.xx&oh=00_AfD1KrUINrtAHWpTuIZg-HCaXKInR7d1ti0JtWiRZxHKgw&oe=661855B9""","100044627640367","","","","","","","",""
"https://www.facebook.com/manchesterunited/posts/pfbid0FPvHWZQmGuNeWuW5fTwd71vLMEVmdG7DJra4QFLSPK2fG8xYJJXLqDpnmy4UwMhDl","10160119554442746","https://www.facebook.com/manchesterunited","Man███ste███nit███","📸 Rapha the Red 🔴","2023-04-25","[]",497,209,"{""num"":61505,""type"":""Like""}","Manchester United","Welcome to the Official Manchester United Facebook Page. Keep up to date with the latest news and content, engage with the club and fellow supporters.","Sports team","""https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-1/367390922_868365434649987_8573319835075347593_n.jpg?stp=dst-jpg_p200x200&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=sErHkK4tYKcAb6UCXcL&_nc_ht=scontent-atl3-1.xx&oh=00_AfDlpICabLKcBv2Za0hNi4fzYoRiIwChq9-yDeKQUCJXuQ&oe=661851EE""","https://bit.ly/3sRBdoV",760000000,830000000,true,"null","null","","","https://www.facebook.com/manchesterunited/","""https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-6/431565927_989762725843590_1975020892781586353_n.jpg?stp=dst-jpg_p640x640&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=9znycVDbx90Ab7caFBv&_nc_ht=scontent-atl3-1.xx&oh=00_AfApkZaN-HoLsKsZpB_BAEHHRL7TD7PwntWz1bkwcYArXQ&oe=66184CF3""","100044296156511","","","","","","","",""
"https://www.facebook.com/ChampionsLeague/posts/pfbid07WmP6C6B7nRyiEofsKUqYvweNmjQ1ttRFHdx4Wh3cadfXfstFDgzPJqPCncaZv2Nl","943848850439133","https://www.facebook.com/ChampionsLeague","UEF███ham███ns █████████","🔎 In-depth: how the #UCL changes from next season...","2024-03-04","[""ucl""]",67,140,"{""num"":1767,""type"":""Like""}","UEFA Champions League","The official home of Europe's premier club competition on Facebook.","Sports league","""https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-1/219696644_4970005596379196_1627778062815200689_n.jpg?stp=dst-jpg_p200x200&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ynsNJhUXolcAb67NFe4&_nc_ht=scontent-ord5-2.xx&oh=00_AfApdXdfqOTLMVgXKQpHjCmKQ_6fOfv_BhuPqYfGUp9Thw&oe=6618595D""","http://www.uefa.com/uefachampionsleague/index.html",710000000,870000000,true,"null","null","","","https://www.facebook.com/ChampionsLeague/","""https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/219787463_4970002763046146_6227383975587397841_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=MF31qMQzYhUAb4zMQ2a&_nc_ht=scontent-ord5-2.xx&oh=00_AfAeoCZhfECrl1IBLsjoll-SiySBrwSquIUZSDRmPDgCqQ&oe=66185192""","100044420799970","","","","","","","",""
"https://www.facebook.com/photo/?fbid=10158154507147014&set=a.10150319191897014","10158154507147014","https://www.facebook.com/McDonalds","McD███ld'███","so THAT’s what the tiny jean pocket is for","2021-03-29","[]",1268,1330,"{""num"":1412,""type"":""Like""}","McDonald's","welcome to WcDonald’s what can i get u","Burger Restaurant","""https://scontent-bos5-1.xx.fbcdn.net/v/t39.30808-1/376288995_10159840661637014_1041084845195457731_n.jpg?stp=dst-jpg_p200x200&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=9Fyrl7h4P3cAb49Aa77&_nc_ht=scontent-bos5-1.xx&oh=00_AfA2aod8F1L_pX9n0qAsaR4WlqfoHKlYZDcMmuAS9oJdVA&oe=66184E74""","http://www.wcdonalds.com/",820000000,820000000,true,"null","null","","","https://www.facebook.com/McDonalds/","""https://scontent-bos5-1.xx.fbcdn.net/v/t39.30808-6/278430467_10158837256952014_7014076025307294791_n.png?stp=dst-png_p320x320&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=q83cKOAre6QAb4hfTrs&_nc_ht=scontent-bos5-1.xx&oh=00_AfDgswPLIeBqfYTs6qLHqktIq7JQLmBlMfSoQXESWhd82g&oe=661859B4""","100064458773195","","","","","","","",""
