Brand,Item Name,Price,Size,Description,Extra Info,Colors,Image URL,No Of Seller Listings,No Of Sold Seller Listings,Seller Avg. Shipping Time,No of Seller Love Notes,Product Link
N/A,"
            Grey or silver formal dress
          ","
              C$70
            ","
              US 4
            ","
          Empire waist, invisible zipper up the side. Bottom dress part is a chiffon-like material, dress fully lined.

Embroidered sequined decals adorn the top part, back is sheer. Front part is lined, could be worn without a bra. 

Worn as part of a wedding, once only. In good condition, no rips or stains. 

There are no tags inside, I would say it fits a size 4, however please see measurements below. 

Measurements (approx, flat-lay): 
Pit to pit/bust: 15 inches 
Waist: 14 inches 
Empire waist to hem: 44 inches 

prom dress, black tie, formal wear, evening wear, cocktail, prom, ball, wedding guest, bridesmaid, date night, bridal shower, special occasion, bachelorette, gala, school dance,party, pageant, glam, holiday, clubbing, sexy, cute, flirty

🐝 All offers considered or countered
🐝 Bundle with another item for 30% off 
🐝 Recycled packaging used when available

Are you new to Poshmark? Thinking of signing up for a Poshmark account? Use the code LESLEYBEE3 and get $15!
        ","Seller Discount: 30% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Gray, Silver, N/A, N/A",N/A,235,100+,1 day,20,https://poshmark.ca/listing/Grey-or-silver-formal-dress-66e7faad6da06e0ac7f0dbfe
Missguided,"
            NWOT MISSGUIDED Taupe ribbed long sleeve bodycon midi dress
          ","
              C$25
            ","
              US 2
            ","
          NWOT MISSGUIDED Taupe, square neckline, ribbed, long sleeves, raw hems (visible trims), bodycon, midi dress, size 2.

Nice soft and light fabric with just a little bit of stretch to it.

See all measurements on the pictures, don't hesitate to ask if you have any questions!

MAKE YOUR OFFER!

BUNDLE & SAVE!!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Gray, Tan, N/A, N/A, N/A",N/A,2204,1500+,2 days,100+,https://poshmark.ca/listing/NWOT-MISSGUIDED-Taupe-ribbed-long-sleeve-bodycon-midi-dress-66dd36c164f5a25e06614876
Erin Blair,"
            Glitzy, Shimmery Black Gold Metallic Dress Size Small
          ","
              C$50
            ","
              US S
            ","
          Stunning Art Deco inspired dress 
Scalloped design
Stretchy and form fitting
In excellent condition
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Black, Gold",N/A,4993,1200+,1 day,100+,https://poshmark.ca/listing/Glitzy-Shimmery-Black-Gold-Metallic-Dress-Size-Small-622d48b79bd5ef12c6eff8e4
algo,"
            Vintage Fashion creations Algo lace dress size small
          ","
              C$40
            ","
              US S
            ","
          This has been stored for along time! There is wear and signs of it from age and use! There’s still a old smell didn’t want to clean it ! It will need a cleaning but super nice quality hopefully someone buys it and loves it again
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Cream",N/A,2249,1100+,1 day,100+,https://poshmark.ca/listing/Vintage-Fashion-creations-Algo-lace-dress-size-small-66d42600948ffe95bebcfc0d
N/A,"
            Yellow Sundress with Embroidered Detail - M
          ","
              C$40
            ","
              US M
            ","
          One-of-a-kind Vintage dress in bright yellow, with cream lace embroidered top. Small yellow lace that ties into a cute bow. Cute, puffy sleeves and would look great with a Jean or leather jacket!

Photos for inspiration ✨
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, N/A, N/A, N/A",N/A,355,200+,2 days,38,https://poshmark.ca/listing/Yellow-Sundress-with-Embroidered-Detail-M-66c58a85cd201b356e5c1846
Denim&Co,"
            Denim & Co. Pinstripe Overall Dress​
          ","
              C$22
            ","
              US 6 (Girl)
            ","
          Brand: Denim & Co.

Size: 5-6

Condition: Good Used Condition. (Tiny mark as pictured)
        ","Seller Discount: 15% off 5+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A",N/A,613,75+,2 days,7,https://poshmark.ca/listing/Denim-Co-Pinstripe-Overall-Dress-6650a46d66e9b6d937741def
Joseph Ribkoff,"
            Joseph Ribkoff Pleated Babydoll Tent Dress Size 10 Pink Black Sleeveless
          ","
              C$65
            ","
              US 10
            ","
          Joseph Ribkoff pleated dress
Size 10
Across chest - 20""
Length - 37""
Striped
Sleeveless
Style #201402
In excellent condition, no rips or staining
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink, Black",N/A,3139,2100+,2 days,100+,https://poshmark.ca/listing/Joseph-Ribkoff-Pleated-Babydoll-Tent-Dress-Size-10-Pink-Black-Sleeveless-66db7f041df6363b74fddf96
Vintage,"
            Vintage John RichardBlack Cream Angora Knit Long Sleeve Dress L
          ","
              C$75
            ","
              US L
            ","
          Vintage condition. No holes. Some discolouration on cream part, see close ups. Minor pilling in high friction areas and there’s a couple of small pulls. Size and material tags cut out. Size L chosen based on measurements in pics. Cannot confirm material content but was told by previous wearer that it’s an angora blend. Previous wearer was a heavy smoker, I have removed a lot of the cigarette odour from this garment but it does still linger. Please do not purchase if you are sensitive to smells. Please look at all pics and zoom in for a closer view. 

Vintage John RichardBlack Cream Angora Knit Long Sleeve Dress L

8696US
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, Cream, N/A, N/A, N/A",N/A,8414,4300+,1 day,100+,https://poshmark.ca/listing/Vintage-John-RichardBlack-Cream-Angora-Knit-Long-Sleeve-Dress-L-66be7346fe7e2c8a88302cbb
lululemon athletica,"
            🌞Lululemon Beat the Heat Reversible Dress Dark Plum/ Beige
          ","
              C$65
            ","
              2/4
            ","
          This is a listing created for a Posh Show. Join a Posh Show to learn more!

The dress for sale is plum/ Beige.
        ","Seller Discount: 5% off 4+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Purple, Cream",N/A,1279,700+,2 days,100+,https://poshmark.ca/listing/Lululemon-Beat-the-Heat-Reversible-Dress-Dark-Plum-Beige-655d7cb202760b9ae0f886ff
kate spade,"
            KATE spade nico striped cap-Sleeve dress
          ","
              C$75
            ","
              Please see measurement photos
            ","
          Good condition - please see last 2 photos for the flaws. Brand tag is missing, material / care tag still attached. No size tag, please see measurement photos.

Step out in a sophisticated stripe that is distinctively kate spade new york. With its cap sleeves and exposed back zipper, the nico dress gives the shift silhouette new life for spring. Mixed stripes. Round neckline; cap sleeves. Straight skirt. Back zip. Shift silhouette. Viscose/polyamide/spandex.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Orange, Green, N/A, N/A, N/A",N/A,4946,3200+,2 days,100+,https://poshmark.ca/listing/KATE-spade-nico-striped-capSleeve-dress-66cc9b3a694d7235f95653f0
