Brand,Item Name,Price,Size,Description,Extra Info,Colors,Image URL,No Of Seller Listings,No Of Sold Seller Listings,Seller Avg. Shipping Time,No of Seller Love Notes,Product Link
kate spade,"
            🆕 Kate Spade Bright Owl Little Len Leather Tote Bag
          ","
              C$250
            ","
              US OS
            ","
          New without tag - I purchased it brand new - took the tag off - put my stuff in it - then decided this bag is too pretty / fancy for my workplace. Haha

I super adore this bag, I just don’t have any good reason to keep it anymore.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Gray, N/A, N/A",N/A,4946,3200+,2 days,100+,https://poshmark.ca/listing/Kate-Spade-Bright-Owl-Little-Len-Leather-Tote-Bag-66d2f683e48e86d74a9e5c62
N/A,"
            Assorted Bags of Jewelry Making Supplies Clasps Lockets 2 kilograms
          ","
              C$30
            ","
              US OS
            ","
          Large collection of Assorted Jewelry Making Supplies 

Each bag is labeled with the weight 

Clasps, lockets, pins, earrings 

Total weight is 1940 grams or 4.25 pounds

New to Poshmark? Use my code - ""willow_beach"" to sign up and save $15 on your first order.
        ","Seller Discount: 25% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Gold, Silver, N/A, N/A, N/A",N/A,3027,2200+,1 day,100+,https://poshmark.ca/listing/Assorted-Bags-of-Jewelry-Making-Supplies-Clasps-Lockets-2-kilograms-66d10c78013d2a7b307222c5
N/A,"
            Namaste Mini Dust Bag
          ","
              C$10
            ","
              US OS
            ","
          Like new condition
White and light grey/silver, dark grey string
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, White, Gray",N/A,2306,500+,1 day,57,https://poshmark.ca/listing/Namaste-Mini-Dust-Bag-641de5b0ffb5d0038d2cf000
adidas,"
            Adidas Trefoil Fanny Pack Belt Bag Black
          ","
              C$32
            ","
              US OS
            ","
          Adidas vegan leather black and gold fanny pack. Bag can be worn to the side or front, great easy access without holding a purse. Waist strap is around 44.5"", gold hardware along with adidas logo. Water and stain resistant, super cute and stylish, great for on the go!
Some wear and chipping along piper but otherwise great condition
        ","Price Dropped: 11%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Black, Gold",N/A,1379,300+,1 day,42,https://poshmark.ca/listing/Adidas-Trefoil-Fanny-Pack-Belt-Bag-Black-668d64ecb9db3af0839ed81d
Badgley Mischka,"
            Stunning Red Wallet by Badgley Mischka
          ","
              C$19
            ","
              US OS
            ","
          Elevate your style with this exquisite wallet from Badgley Mischka. Crafted with meticulous attention to detail, this wallet is made from 100% Polyvinyl Chloride exterior, ensuring durability and a sleek, polished look. The interior boasts a luxurious 100% Polyester lining, offering both style and functionality.

**Features:**

- **Elegant Design:** The vibrant red color and raised logo on the front make a bold fashion statement.
- **Premium Material:** 100% Polyvinyl Chloride exterior with a snakeskin print for a sophisticated finish.
- **Functional Interior:** Includes a zippered pocket with a divider and an ID window, keeping your essentials organized and easily accessible.
- **Signature Details:** Features the iconic Badgley Mischka logo on the zipper and front, adding a touch of luxury to your everyday carry.

Whether you're heading out for a night on the town or running errands, this Badgley Mischka wallet is the perfect accessory to complement your style. Don’t miss out on adding this timeless piece to your collection. 

Length - 5""
Width - 3.5""
Depth - 1""
Measurements are approximate and do not include expansion.
*Small smudge mark on back has shown in picture.
        ","Seller Discount: 15% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Red",N/A,165,30+,1 day,4,https://poshmark.ca/listing/Stunning-Red-Wallet-by-Badgley-Mischka-66de3bd35c465eb9df697b86
Hermes,"
            HERMES bolide trousse de voyage pouch in GM
          ","
              C$785
            ","
              US OS
            ","
          💯 authentic 

good condition with normal wear 
there are tiny pen marks visible 
zipper works perfectly fine 
the leather part of zipper pull is missing, but still works good
inside is clean, very spacious you can use it as a bag with strap
tiny peel on the H logo present 
overall condition and approx size shown in photos and video, kindly zoom if needed.. 
sold with generic strap included 

strictly no returns/ exchanges! kindly ask me anything you want to know first before purchase. 

thank you 😊
        ",N/A,"N/A, N/A, N/A, Orange, Brown",N/A,1434,800+,1 day,100+,https://poshmark.ca/listing/HERMES-bolide-trousse-de-voyage-pouch-in-GM-662e82dc04b36d7b847f367e
Michael Kors,"
            🎁🎀👜 Belt bag Michael Kors Original brand new with tag
          ","
              C$170
            ","
              US OS
            ","
          original
        ","Price Dropped: 11%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, Silver",N/A,612,400+,1 day,66,https://poshmark.ca/listing/Belt-bag-Michael-Kors-Original-brand-new-with-tag-666e08d4d3309f60a29150fe
Holt Renfrew,"
            Holt Renfrew Shopping Bag and 2 Gift  Boxes
          ","
              C$12
            ","
              US OS
            ","
          2 Holt Renfrew gift bags in new condition. 

New to Poshmark? Use my code POSHSELLERTO for $15 off your first purchase!
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Pink, White, N/A, N/A, N/A",N/A,645,100+,1 day,23,https://poshmark.ca/listing/Holt-Renfrew-Shopping-Bag-and-2-Gift-Boxes-66e4a1da038291e74113cd68
N/A,"
            Micheal Kors Abby MD Black Backpack
          ","
              C$140
            ","
              US OS
            ","
          Micheal Kors Abby Vegan Faux Leather Black backpack used in good condition with some wear (see photos)
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, Gold",N/A,484,200+,1 day,25,https://poshmark.ca/listing/Micheal-Kors-Abby-MD-Black-Backpack-66bdc36004b36d1b7245a6f3
G by Guess,"
            Guess  Shoulder Bag
          ","
              C$30
            ","
              US OS
            ","
          Like new army green Guess shoulder bag with zipper closure and silver details!
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Green",N/A,158,55+,1 day,3,https://poshmark.ca/listing/Guess-Shoulder-Bag-66e7308c538beb7af42800a1
Tory Burch,"
            Tory Burch Pink Leather  Wallet
          ","
              C$60
            ","
              US OS
            ","
          Exterior Material
Leather
Hardware
Gold Tone
Height
11 cm
Interior Material
Leather
Length
19 cm
Width
2.5cm

With rubs on the side and interior needs cleaning but other than it’s still can be use daily.
        ","Seller Discount: 5% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Pink",N/A,99,40+,1 day,5,https://poshmark.ca/listing/Tory-Burch-Pink-Leather-Wallet-66e2e7fb0841b925570df5fe
N/A,"
            VINTAGE BLACK AND BROWN CLUTCH
          ","
              C$50
            ","
              US OS
            ","
          excellent condition
11.5” x 1.5” x 7.5”
        ","Seller Discount: 5% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Brown, Black, N/A",N/A,345,100+,1 day,10,https://poshmark.ca/listing/VINTAGE-BLACK-AND-BROWN-CLUTCH-66cfc9a949d8d8c5117fd453
Aldo,"
            Ultra-Chic Red And Gold Decorative Chain Zip-Up Shoulder Bag NEW
          ","
              C$85
            ","
              US OS
            ","
          Shoulder bag
Zipper closure
Decorative chains
Non-removable shoulder strap and adjustable crossbody strap

Handle Drop Length: 5''
Height: 10''
Width: 9''
Depth: 2.5''
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Red, Gold",N/A,24,1,1 day,--,https://poshmark.ca/listing/UltraChic-Red-And-Gold-Decorative-Chain-ZipUp-Shoulder-Bag-NEW-66e59961943ddb3d8c677132
Bobbi Brown,"
            🎄 Bobbi Brown Make up bag  evil eye pattern NWT white/blue/black
          ","
              C$18
            ","
              US OS
            ","
          Bobbi Brown Make up bag evil eye pattern NWT white/blue/black
        ","Seller Discount: 5% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, White, Black, N/A, N/A, N/A",N/A,1983,500+,3 days,93,https://poshmark.ca/listing/Bobbi-Brown-Make-up-bag-evil-eye-pattern-NWT-whiteblueblack-66831b39981d48fc1258c584
Gucci,"
            Authentic Gucci Dionysus GG small shoulder bag
          ","
              C$2,200
            ","
              US OS
            ","
          Gucci Dionysus Bag  

In excellent condition ! No scuffs or marks on the canvas. Purchased in London England. 

Beige/ebony GG Supreme canvas, a material with Tiger head closure with crystals Suede and GG canvas lining Pin closure with side release Pocket under the flap Sliding chain strap can be worn as a shoulder strap with 23"" drop or can be worn as a top handle with 12.5"" drop Weight: .6kg approximately Small size: 10""W x 5.5""H x 3""D Made in Italy

Located in Toronto.
        ","C$12.49C$3.99Expedited (1-7 day) Shipping on orders over C$700!, FREE authentication on items over C$700!","N/A, N/A, N/A, Tan, Brown, N/A, N/A, N/A",N/A,244,100+,3 days,12,https://poshmark.ca/listing/Authentic-Gucci-Dionysus-GG-small-shoulder-bag-66bd94843752183468d4cbfe
Avon,"
            Bronze Handbag
          ","
              C$30
            ","
              US OS
            ","
          Lots of pockets!
Front has 3 zippered pockets and 3 magnetic buttons 
Length - 13""
Height - 10""
Depth - 4""
Couple of imperfections (see pics)
        ","Seller Discount: 25% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Yellow, Brown",N/A,2549,1500+,2 days,100+,https://poshmark.ca/listing/Bronze-Handbag-66c47dce34e9846cf94624ad
Lauren Ralph Lauren,"
            LAUREN Ralph Lauren Women's Pocket Hobo Bag - Black Shoulder Bag or Crossbody
          ","
              C$87
            ","
              H: 10.5 x 15.5” x D: 4.4”
            ","
          Black hobo bag from Lauren Ralph Lauren. Crafted from premium saffiano leather, the bag is constructed with a concealed magnetic snap fasten at opening 

BRAND:
Lauren Ralph Lauren Women's Pocket Hobo Bag

FEATURES:
100% Saffiano leather. 
Black with Gold-Tone Hardware
Single Adjustable Shoulder Strap
Exterior Pocket with a Snap Close 
Interior No lining mostly Raw Suede Leather on the Sides and Saffiano leather at the bottom.
One Fabric slip-open pocket in the interior

DETAILS
Saffiano is genuine calfskin leather that has been treated giving it a cross-hatch patterned finish that makes it more durable and water-resistant, which is why it is so popular among those looking for high-quality products.

CONDITION:
Great Preloved Condition EUC
Slight marks on 3 bottom corners
Strap has diagonal slit seams that looks intentional
Slightly faded lettering monogram 
Slight stain on fabric pocket
(See last photos)

SIZE/MEASUREMENTS:
Dimensions: H: 10.5 x 15.5” x D: 4.4”. (widest part of the bag near the bottom)
Bottom of bag: W: 11.5"" x D: 4.4”. 
Handle drop: 18.5” 

NOTES:
- color varies due to lighting and closeness to the product
- bundle for discounts...
- please check your measurements!
- all questions are welcome! I am here for any and all questions ☺️
- smoke/pet-free home
- thanks for visiting! happy poshing!

NEW to POSHMARK?
Sign up using referral code: POSHCHICCLOSET to save $15 off your first purchase when you create an account!
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, Gold, N/A, N/A, N/A",N/A,545,300+,1 day,88,https://poshmark.ca/listing/LAUREN-Ralph-Lauren-Womens-Pocket-Hobo-Bag-Black-Shoulder-Bag-or-Crossbody-66c1db54a6bb76a0284ed509
kate spade,"
            KATE SPADE | Travel Cosmetic Bag  floral Black Pink
          ","
              C$45
            ","
              US OS
            ","
          Thanks for supporting Sustainable Fashion🌱 ♻️! 

Selling KATE SPADE | Travel Cosmetic Bag  floral Black Pink. No flaws.

9x7x4 in

Don't have Poshmark account?  Use my code SPECAVENUE  to sign up and save C$15!
        ","Seller Discount: 20% off 3+ Bundle, Price Dropped: 10%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Pink, Black",N/A,5856,3500+,2 days,100+,https://poshmark.ca/listing/KATE-SPADE-Travel-Cosmetic-Bag-floral-Black-Pink-667c3bd1842dd4c810cfbb3a
Coach,"
            CH472 - Disney X Coach Accordion Zip Wallet with Minnie Mouse
          ","
              C$200
            ","
              7.5”L x 4”H x .75”W
            ","
          CH472 - Disney X Coach Accordion Zip Wallet with Minnie Mouse in Regenerative Leather
Color: Brass/Ivory
Size: 7.5”L x 4”H x .75”W
MSRP: $310

www.clubdemode.shop 🛍
Save 15% with coupon code FIRST15
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Cream",https://di2ponv0v5otw.cloudfront.net/posts/2023/05/13/64603d792fbf1a264c264d24/s_64603e0bfed51f391e6817df.jpg,2173,700+,1 day,100+,https://poshmark.ca/listing/CH472-Disney-X-Coach-Accordion-Zip-Wallet-with-Minnie-Mouse-64603d792fbf1a264c264d24
Nanette Lepore,"
            Nanette Lepore Handbag NWT
          ","
              C$34
            ","
              US OS
            ","
          Flat bottom
Zipper section inside 
New, never used
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black",https://di2ponv0v5otw.cloudfront.net/posts/2022/09/05/6316d2605d686bf6adeaf9e2/s_6316d291ffb5d0ef7af1351c.jpg,857,400+,1 day,100+,https://poshmark.ca/listing/Nanette-Lepore-Handbag-NWT-6316d2605d686bf6adeaf9e2
Michael Kors,"
            Michael Kors Vivianne Snake Python Leather Silver Chain Crossbody Shoulder Bag
          ","
              C$60
            ","
              US OS
            ","
          Michael Kors

Vivianne evening bag. can be worn crossbody with the chain long or double it up to wear as a shoulder bag

bag shows some wear on the outside including slight colour transfer on the back. please see photos for details. 

measurements in photos
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, Gray",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/10/66e1038f943ddb1b19a3b6bd/s_66e10391b1ef587625c61895.jpg,1988,1300+,1 day,100+,https://poshmark.ca/listing/Michael-Kors-Vivianne-Snake-Python-Leather-Silver-Chain-Crossbody-Shoulder-Bag-66e1038f943ddb1b19a3b6bd
Petunia Pickle Bottom,"
            Petunia Pickle Bottom Sashay Satchel Diaper Bag Santiago Sunset
          ","
              C$28
            ","
              US OS
            ","
          Santiago Sunset Pattern - Grey with orange flowers
Pre-owned condition. It does have some color fading. Please see photos.* *backback straps have been taken off and are not included. 

-Top Satchel Handles
-Roomy Interior with 3 Organizational Pockets, 2 Bottle Pockets and Key Clip
-2 Exterior side Bottle Pockets
-2 Exterior Front and Back Magazine Pockets with Cell Phone Pocket
-No Changing Pad included.
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Orange, Gray, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/29/66d12ddcd3309f7dea0d9715/s_66d12e86d399ff80e807d087.jpg,40,5+,1 day,1,https://poshmark.ca/listing/Petunia-Pickle-Bottom-Sashay-Satchel-Diaper-Bag-Santiago-Sunset-66d12ddcd3309f7dea0d9715
Michael Kors,"
            Michael Kors Saffiano Leather Continental Wallet
          ","
              C$80
            ","
              US OS
            ","
          Michael Kors Saffiano leather wallet 
Silver tone hardware 
Measures appx  7” W x 4” H x 1” D 
Interior has zip pocket, 7 card slots, 2 slip
Pockets 
Colour is a taupe/grey 
In very good condition with one mark in the interior
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Gray, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/01/66d5286014d7a6551f57e7c8/s_66d5286107ac5501d0fb330a.jpg,762,500+,1 day,100+,https://poshmark.ca/listing/Michael-Kors-Saffiano-Leather-Continental-Wallet-66d5286014d7a6551f57e7c8
Vivienne Westwood,"
            Vivienne Westwood Edgware Shoulder Bag black
          ","
              C$145
            ","
              US OS
            ","
          NEW WITH TAG.

Size: Height approx. 17cm x Width approx. 27cm x Depth approx. 7cm
Accessories: Storage bag, tag

New Vivienne Westwood black Edgewear shoulder bag extremely rare Japan

comes with dust bag.
        ","Price Dropped: 15%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/05/16/6646623072f45f516bad3580/s_667005dedc8a4ed4f8b53a70.jpeg,57,50+,1 day,3,https://poshmark.ca/listing/Vivienne-Westwood-Edgware-Shoulder-Bag-black-6646623072f45f516bad3580
Michael Kors,"
            🎁👛Crossbody michael kors medium original brand new with tag pink pale
          ","
              C$180
            ","
              US OS
            ","
          original
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink",https://di2ponv0v5otw.cloudfront.net/posts/2024/06/29/668089b56af575922a0ff3e1/s_66808a0adc327d3c0319c6f9.jpg,612,400+,1 day,66,https://poshmark.ca/listing/Crossbody-michael-kors-medium-original-brand-new-with-tag-pink-pale-668089b56af575922a0ff3e1
N/A,"
            Maam Samba Natural Cotton Tassel Bag  Handwoven
          ","
              C$25
            ","
              US OS
            ","
          Maam Samba Natural Cotton Tassel Bag

Handwoven Organic Cotton
Handmade in Senegal
Organic, Fair Trade
Size: 9.5 x 7 in
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/15/66e6caaab591edc839de995c/s_66e6caab1985246a6a7e67d5.jpeg,1906,800+,1 day,100+,https://poshmark.ca/listing/Maam-Samba-Natural-Cotton-Tassel-Bag-Handwoven-66e6caaab591edc839de995c
Marni,"
            Authentic Marni Market bag
          ","
              C$300
            ","
              8.75""×6.5""×8.5""
            ","
          Brandnew condition..in Plastic materials.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, White",https://di2ponv0v5otw.cloudfront.net/posts/2024/04/29/66302d9c154600ae9895d137/s_66302dbb0a60d5449f0d6824.jpg,949,400+,1 day,94,https://poshmark.ca/listing/Authentic-Marni-Market-bag-66302d9c154600ae9895d137
Disney,"
            Disney Beauty and the Beast Tale as old as time Danielle Nicole purse crossbody
          ","
              C$65
            ","
              US OS
            ","
          Be our guest, with this cute Danielle Nicole Beauty and the Beast cross body bag. Inspired by the iconic Disney movie, the handbag features Belle and the Beast, in a fairy-tale stained glass window. With detailed, colourful embroidery this is the perfect gift or accessory for any die-hard Disney fan. 
The brown rectangle bag features a zip around closure and measures 10” x 3 ¾“ x 3 ¼“. With a 22” strap, you can wear your favourite Disney Princess in style and comfort. 
This item is 100% genuine licensed Danielle Nicole merchandise & features official branding throughout. 

Officially licensed Danielle Nicole merchandise Perfect for any Princess! Features Belle and the Beast, in a fairy-tale stained glass window 

Measures 10” x 3 ¾“ x 3 ¼“. 
Polyurethane back with polyester lining 
New, never used

AG
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Brown, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/27/66ce3cddb4ee5b8d9cceb565/s_66ce3cddb4ee5b8d9cceb566.jpg,757,200+,1 day,42,https://poshmark.ca/listing/Disney-Beauty-and-the-Beast-Tale-as-old-as-time-Danielle-Nicole-purse-crossbody-66ce3cddb4ee5b8d9cceb565
Tory Burch,"
            (BNWT) Tory Burch Thea Mini Web
          ","
              C$285
            ","
              US OS
            ","
          Tory Burch Thea Mini Web Crossbody
Leather Material
Pink Moon 👛 Adjustable Strap
New with tag 🌟

6.75"" (L) x 7"" (H) x 2"" (W) approx.
        ","Seller Discount: 10% off 2+ Bundle, C$12.49C$9.99Expedited (1-7 day) Shipping","N/A, N/A, N/A, Pink",https://di2ponv0v5otw.cloudfront.net/posts/2022/10/04/633ce321dbb0e7cda465c2bb/s_633ce33ba0e6c62ed9d44331.jpg,121,35+,2 days,4,https://poshmark.ca/listing/BNWT-Tory-Burch-Thea-Mini-Web-633ce321dbb0e7cda465c2bb
Tory Burch,"
            Tory Burch Britten  Clutch Bag with strap Gold
          ","
              C$250
            ","
              US OS
            ","
          Gold Tory Burch Britten Cluth/Crossbody Bag perfect for party or any occasions.


2 in 1 Clutch or crossbody
-Gold leather 
-Gold strap
- 29cm L x 3cm W x 16.5 cm L 
- 59 cm adjustable strap
- Includes dust bag and authenticity card


In almost perfect condition. Interior is clean. No stain. Signs of usage.
        ","Seller Discount: 5% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Gold, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/13/66e455e7ef1ef7e70dad939f/s_66e455ea1ce66661944f0f64.jpeg,99,40+,1 day,5,https://poshmark.ca/listing/Tory-Burch-Britten-Clutch-Bag-with-strap-Gold-66e455e7ef1ef7e70dad939f
LA Express,"
            🪅 LA Express women straw wicker  Crossbody Bag
          ","
              C$9
            ","
              US OS
            ","
          LA Express women straw wicker Crossbody Bag

Condition: gently used

Approximate Measurements: see photos
        ","Seller Discount: 15% off 2+ Bundle, Price Dropped: 44%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Tan, Cream",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/07/66dcdbd539a1f6723f24ceed/s_66dcdbd79ceaf7c448c37622.jpeg,188,100+,1 day,16,https://poshmark.ca/listing/LA-Express-women-straw-wicker-Crossbody-Bag-66dcdbd539a1f6723f24ceed
MCM,"
            MCM BUCKET BAG
          ","
              C$225
            ","
              H 36 x L 38 x D 17 cm
            ","
          💯 Authentic 

✨️Preloved vintage bucket bag
✨️Good condition 
✨️Flaws:  Normal usage . Sign of wear on strap and on the hole. Faded hardwares, sign of wear  on string. Light  rubs on edges . Light scuffed as well  in some parts.
✨️Please check photos properly for issues.  Ask questions before buying. 

✨️Preloved vintage bag 
✨️Please manage your expectations
        ",N/A,"N/A, N/A, N/A, Black",N/A,321,90+,1 day,16,https://poshmark.ca/listing/MCM-BUCKET-BAG-66d5b0ba6da06e1562be9d6e
Yves Saint Laurent,"
            Yves Saint Laurent Petit Kabas bag
          ","
              C$900
            ","
              US OS
            ","
          Presenting the Yves Saint Laurent Petit Kabas bag, a chic and versatile accessory that exudes effortless style. Despite signs of wear, including minor cracks on the handles and a few scratches, it remains in good condition overall. While one of the back screw is missing, the bag can still be worn as crossbody. Look at all the pictures for more details.
        ","C$12.49C$3.99Expedited (1-7 day) Shipping on orders over C$700!, FREE authentication on items over C$700!","N/A, N/A, Red",N/A,285,100+,1 day,46,https://poshmark.ca/listing/Yves-Saint-Laurent-Petit-Kabas-bag-66e8021d1b40a7604d04ca23
N/A,"
            𝅺handcrafted Patchwork Tote
          ","
              C$25
            ","
              US OS
            ","
          Length - 18""
Height - 15.5""
Width - 1""
        ","Seller Discount: 25% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, White",N/A,2549,1500+,2 days,100+,https://poshmark.ca/listing/handcrafted-Patchwork-Tote-66e4670249d8d8fa275cc8a4
Vittoria Napoli,"
            Vittoria Napoli 100% Italian Leather Demi Satchel Bag
          ","
              C$108
            ","
              US OS
            ","
          Black italian leather
Approximate measurements : 11"" width, 10.25"" height, 4.5"" depth
Condition : excellent pre-owned
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, N/A, N/A",N/A,714,500+,2 days,52,https://poshmark.ca/listing/Vittoria-Napoli-100-Italian-Leather-Demi-Satchel-Bag-66b56d737fc826bb44b30a43
tim hortons,"
            Tim Biebs Tuque, beanie, Justin Bieber, Tim Hortons. New in bag.
          ","
              C$60
            ","
              US OS (Boy)
            ","
          New in bag Tim Biebs by Justin Bieber in collaboration with Tim Horton. Brand new in bag.
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black",N/A,646,300+,1 day,56,https://poshmark.ca/listing/TimBiebs-Tuque-beanie-Justin-Bieber-Tim-Hortons-New-in-bag-6415b98e424b85b024f429e1
Issey Miyake,"
            Issey Miyake Pleats Please Cosmetic Case w/charm
          ","
              C$25
            ","
              US OS
            ","
          New and unused cosmetic bag. It never had tags. 

Nice cream on the front, bright orange piping on the edges and neon pink on the back.

This is a flat laying pouch with one top zip. Only 1 compartment. 

Really sweet perfume charm as the zipper pull. 

9 inches long

6 inches tall
        ","Seller Discount: 15% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Pink, Cream, N/A, N/A, N/A",N/A,11793,6200+,1 day,100+,https://poshmark.ca/listing/Issey-Miyake-Pleats-Please-Cosmetic-Case-wcharm-66803a9e2fd49ae96b68a22d
Tignanello,"
            Vintage Tignanello Genuine Red Leather Shoulder Bag w/t Silver Hardware
          ","
              C$44
            ","
              US OS
            ","
          In used condition with some edge scuffs
        ","Seller Discount: 25% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Red",N/A,369,200+,1 day,27,https://poshmark.ca/listing/Vintage-Tignanello-Genuine-Red-Leather-Shoulder-Bag-wt-Silver-Hardware-66bf827bd90d21c9a0b090ac
N/A,"
            Black Fanny Pack
          ","
              C$15
            ","
              US OS
            ","
          This item is in used condition.


PLEASE NOTE:

- Items may be flawed, so please look at all pictures to be aware of the product you will be receiving, as some of the items I sell have significant signs of wear (while others may not). This item may have wear/tear/fading/paint chipping/alterations/missing buttons/missing zippers/fraying/bad smell/hair/shrinking & much more so please use the photos for reference to determine what flaws will be on the item as photos will provide a better description than I can!


- Items are listed based on their general sizing tag and NOT actual measurements. This means that items may have shrunk, been altered, be over/undersized or not fit true to size and I AM HAPPY TO PROVIDE EXACT MEASUREMENTS UPON REQUEST. It is your responsibility as a buyer to ask for specifics if this matters to you, as ALL ITEMS ARE LISTED BASED OFF OF THE SIZE TAG AND NOT THEIR FIT. This may mean an XL can fit like a Small, so please ask for measurements BEFORE.

- Items are not guaranteed to be a certain condition and may have some flaws that make them in your opinion unwearable: the majority of my items are used and come from various sources, which means your item could either be in perfect condition with no flaws, or it could be in poor condition with many flaws.


If you require additional description, measurements or pictures, please let me know PRIOR to purchasing as an item not fitting or failing to note condition based on pictures WONT be a reason for refund.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A",N/A,82,25+,2 days,--,https://poshmark.ca/listing/Black-Fanny-Pack-66c5b2eff8ede7a2ac959cc3
Tod's,"
            TOD’S leather purse
          ","
              C$270
            ","
              US OS
            ","
          Tod’s beige leather handbag. This is perfect lil size - fits everything you need without being too overwhelming

Measures approx 11 in length x 4” wide x 7” tall with a strap drop of 8.5”

In great condition with light wear - see photos; a touch of yellowing and some light wear on the bottom. Interior is suede and has some wear, as seen.
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Cream, Tan, N/A, N/A, N/A",N/A,929,500+,1 day,91,https://poshmark.ca/listing/TODS-leather-purse-660c493c52eee1c0ba1508e7
N/A,"
            Vintage 1970's Fabric Purse
          ","
              C$58
            ","
              US OS
            ","
          Very cool boho 1970's bag!  Wonderful pattern in orange, green, and cream.  Wooden slats at top.  Good vintage condition.

*Please note: all vintage, used, and sale items are final sale*
        ","Price Dropped: 11%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Orange, Green, N/A, N/A, N/A",N/A,173,15+,1 day,2,https://poshmark.ca/listing/Vintage-1970s-Fabric-Purse-667ca44ba2c69e9906854e99
